OBJECTID,Borough,Block,Lot,DESIG_ADDRESS,BBL,LM_NAME,LP_NUMBER,SITE_DESC,SITE_STATUS,LM_NAME2,DESIG_DATE,LM_TYPE,REPORT_URL,CD,Council,Latitude,Longitude,BCT2020,NTA2020,Shape_Leng,Shape_Area,Category,Neighborhood,Popularity_Tier
466,MN,1867,20,Morningside Drive at West 114th Street,1018670020,Eglise de Notre Dame,LP-00301,"Borough of Manhattan Tax Map Block 1867, Lot 20.",Designated,,1/24/1967,Individual Landmark,,109,7,40.8050831,-73.9604037,1020101,MN0901,565.3631,17278.26284,Other,Upper East Side,Tier 5: Ultra Niche / Insider Knowledge
463,MN,176,14,175 West Broadway,1001760014,175 West Broadway Building,LP-01725,"Borough of Manhattan Tax Map Block 176, Lot 14.",Designated,,11/12/1991,Individual Landmark,,101,1,40.7177931,-74.007204,1003300,MN0102,98.40754143,590.5008033,Commercial,Upper East Side,Tier 4: Neighborhood Staple
462,MN,1336,47,304 East 44th Street,1013360047,Beaux-Arts Institute of Design,LP-01667,"Borough of Manhattan Tax Map Block 1336, Lot 47.",Designated,,8/23/1988,Individual Landmark,,106,4,40.7507212,-73.9708485,1008800,MN0603,332.5493896,5797.116193,Other,Upper East Side,Tier 5: Ultra Niche / Insider Knowledge
459,MN,672,1,601-625 West 26th Street,1006720001,Starrett-Lehigh Building,LP-01295,"Borough of Manhattan Tax Map Block 672, Lot 1.",Designated,,10/7/1986,Individual Landmark,,104,3,40.7515838,-74.0065544,1009902,MN0401,1664.241161,124723.6436,Commercial,Upper East Side,Tier 4: Neighborhood Staple
458,MN,1066,32,400-406 West 57th Street,1010660032,The Windermere,LP-02171,"Borough of Manhattan Tax Map Block 1066, Lot 32.",Designated,,6/28/2005,Individual Landmark,,104,6,40.7677854,-73.9862202,1013900,MN0402,464.5735134,13273.3965,Other,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
451,MN,571,7502,22-26 East 14th Street,1005717502,Baumann Brothers Furniture and Carpets Store,LP-02123,"Borough of Manhattan Tax Map Block 571, Lots 1101 and 1102.",Designated,,11/18/2008,Individual Landmark,,102,2,40.735118,-73.9926714,1006100,MN0202,586.1990304,16272.52177,Commercial,Hell's Kitchen,Tier 4: Neighborhood Staple
449,MN,1323,8,211-215 East 49th Street,1013230008,Amster Yard,LP-00277,"Borough of Manhattan Tax Map Block 1323, Lot 8.",Designated,now Instituto Cervantes,6/21/1966,Individual Landmark,,106,4,40.7551209,-73.9702763,1009800,MN0604,512.0255192,9994.802953,Other,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
444,MN,136,10,122 Chambers Street,1001360010,"Swift, Seaman & Company Building",LP-02061,"Borough of Manhattan Tax Map Block 136, Lot 10.",Designated,,5/16/2000,Individual Landmark,,101,1,40.7149687,-74.0088883,1002100,MN0102,410.4477141,4397.45861,Commercial,Upper East Side,Tier 4: Neighborhood Staple
443,MN,846,30,33 East 17th Street,1008460030,Century Building,LP-01539,"Borough of Manhattan Tax Map Block 846, Lot 30.",Designated,now Barnes & Noble Bookstore,10/7/1986,Individual Landmark,,105,2,40.7371489,-73.9894056,1005200,MN0501,623.6007714,17441.76068,Commercial,Upper East Side,Tier 4: Neighborhood Staple
440,MN,547,8,23-29 Washington Place,1005470008,Brown Building,LP-02128,"Borough of Manhattan Tax Map Block 547, Lot 8.",Designated,originally the Asch Building,3/25/2003,Individual Landmark,,102,2,40.7300788,-73.9953708,1005900,MN0202,428.499891,11474.47708,Commercial,Greenwich Village,Tier 4: Neighborhood Staple
439,MN,815,21,104 West 40th Street,1008150021,Springs Mills Building,LP-02385,"Borough of Manhattan Tax Map Block 815, Lot 21",Designated,,4/13/2010,Individual Landmark,,105,4,40.7534633,-73.9858911,1011300,MN0502,645.1437219,14954.48387,Commercial,Harlem,Tier 4: Neighborhood Staple
438,MN,91,12,127 Fulton Street,1000910012,Keuffel & Esser Company Building,LP-02178,"Borough of Manhattan Tax Map Block 91, Lot 12.",Designated,,4/26/2005,Individual Landmark,,101,1,40.7102533,-74.0072393,1001501,MN0101,302.6323701,3125.993595,Commercial,Harlem,Tier 4: Neighborhood Staple
436,MN,1030,46,222 Central Park South,1010300046,Gainsborough Studios,LP-01423,"Borough of Manhattan Tax Map Block 1030, Lot 46.",Designated,,2/16/1988,Individual Landmark,,105,6,40.7671588,-73.9804803,1013700,MN0502,314.0356764,5599.279903,Other,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
434,MN,1258,34,500 Fifth Avenue,1012580034,500 Fifth Avenue Building,LP-02427,"Borough of Manahattan, Tax Map Block 1258, Lot 34",Designated,,12/14/2010,Individual Landmark,,105,4,40.75391,-73.981206,1009600,MN0502,637.1808404,22665.84313,Commercial,Hell's Kitchen,Tier 4: Neighborhood Staple
427,MN,531,49,44 Great Jones Street,1005310049,Fire Engine Company No. 33,LP-00468,"Borough of Manhattan Tax Map Block 531, Lot 49.",Designated,,11/12/1968,Individual Landmark,,102,2,40.7269908,-73.9925064,1005502,MN0202,276.9845204,4200.141647,Commercial,Harlem,Tier 4: Neighborhood Staple
425,MN,1165,7503,2101-2119 Broadway,1011657503,Ansonia Hotel,LP-00285,"Borough of Manhattan Tax Map Block 1165, Lot 20.",Designated,,3/14/1972,Individual Landmark,,107,6,40.7801417,-73.9822132,1015900,MN0701,883.6029955,47494.61178,Other,Upper East Side,Tier 5: Ultra Niche / Insider Knowledge
422,MN,609,7503,144 West 14th Street,1006097503,144 West 14th Street Building,LP-02315,"Borough of Manhattan Tax Map Block 609, Lot 1101, 1102.",Designated,,11/18/2008,Individual Landmark,,102,3,40.7379289,-73.9989499,1007100,MN0203,461.4165127,13207.7968,Commercial,Harlem,Tier 4: Neighborhood Staple
420,MN,149,33,277 Broadway,1001490033,Broadway-Chambers Building,LP-01753,"Borough of Manhattan Tax Map Block 149, Lot 33.",Designated,,1/14/1992,Individual Landmark,,101,1,40.7144336,-74.0064642,1002100,MN0102,309.9532601,5503.125287,Commercial,Tribeca,Tier 4: Neighborhood Staple
418,MN,100,7501,150 Nassau Street,1001007501,American Tract Society Building,LP-02038,"Borough of Manhattan Tax Map Block 100, Lot 3.",Designated,,6/15/1999,Individual Landmark,,101,1,40.7113952,-74.0059048,1001501,MN0101,404.7789597,10217.93897,Commercial,Upper East Side,Tier 4: Neighborhood Staple
417,MN,818,24,19 West 16th Street,1008180024,19 West 16th Street Building,LP-01585,"Borough of Manhattan Tax Map Block 818, Lot 24.",Designated,,5/1/1990,Individual Landmark,,105,3,40.7381538,-73.9940676,1005400,MN0501,241.8580508,2425.041566,Commercial,Harlem,Tier 4: Neighborhood Staple
415,MN,848,68,901 Broadway,1008480068,Lord & Taylor Store,LP-00970,"Borough of Manhattan Tax Map Block 848, Lot 68.",Designated,,11/15/1977,Individual Landmark,,105,3,40.7391746,-73.9900692,1005200,MN0501,262.4074191,2929.559236,Commercial,Tribeca,Tier 4: Neighborhood Staple
414,MN,288,77,263 Henry Street,1002880077,263 Henry Street Building,LP-00095,"Borough of Manhattan Tax Map Block 287, Lot 7.",Designated,a part of the Henry Street Settlement,1/18/1966,Individual Landmark,,103,1,40.714065,-73.984608,1000202,MN0302,237.0815511,2314.517221,Commercial,Hell's Kitchen,Tier 4: Neighborhood Staple
413,MN,145,7501,105-107 Chambers Street,1001457501,Cary Building,LP-01224,"Borough of Manhattan Tax Map Block 145, Lot 3.",Designated,,8/24/1982,Individual Landmark,,101,1,40.7152789,-74.0079613,1002100,MN0102,415.434296,7827.919706,Commercial,Greenwich Village,Tier 4: Neighborhood Staple
412,MN,64,8,55 Liberty Street,1000640008,Liberty Tower,LP-01243,"Borough of Manhattan Tax Map Block 64, Lot 8.",Designated,,8/24/1982,Individual Landmark,,101,1,40.7088423,-74.0093816,1001502,MN0101,311.4298818,5877.956309,Commercial,Tribeca,Tier 4: Neighborhood Staple
411,MN,999,1,1522-1554 Broadway,1009990001,I. Miller Building,LP-02023,"Borough of Manhattan Tax Map Block 999, Lot 1.",Designated,,6/29/1999,Individual Landmark,,105,4,40.7585876,-73.9847277,1012500,MN0502,249.7858828,3467.805807,Commercial,Greenwich Village,Tier 4: Neighborhood Staple
409,MN,1258,40,510 Fifth Avenue,1012580040,Manufacturers Trust Company Building,LP-01968,"Borough of Manhattan Tax Map Block 1258, Lot 40.",Designated,,10/21/1997,Individual Landmark,,105,4,40.7541104,-73.9808883,1009600,MN0502,469.0762323,13630.63268,Commercial,Hell's Kitchen,Tier 4: Neighborhood Staple
408,MN,88,5,20 Vesey Street,1000880005,New York Evening Post Building,LP-00077,"Borough of Manhattan Tax Map Block 88, Lot 5.",Designated,,11/23/1965,Individual Landmark,,101,1,40.7120482,-74.0095264,1002100,MN0102,361.1577958,7304.993773,Commercial,Upper East Side,Tier 4: Neighborhood Staple
407,MN,866,76,397-409 Fifth Avenue,1008660076,Tiffany & Co. Building,LP-01624,"Borough of Manhattan Tax Map Block 866, Lot 76.",Designated,,2/16/1988,Individual Landmark,,105,4,40.7499798,-73.9829395,1008200,MN0502,573.1358488,19319.89935,Commercial,Upper East Side,Tier 4: Neighborhood Staple
404,MN,149,29,287 Broadway,1001490029,287 Broadway Building,LP-01649,"Borough of Manhattan Tax Map Block 149, Lot 29.",Designated,,8/29/1989,Individual Landmark,,101,1,40.7147026,-74.0062405,1002100,MN0102,258.2002312,2802.477237,Commercial,Greenwich Village,Tier 4: Neighborhood Staple
401,MN,1118,52,56 West 66th Street,1011180052,First Battery Armory,LP-01670,"Borough of Manhattan Tax Map Block 1118, Lot 52.",Designated,"later the 102nd Medical Battalion Armory, now television studios",8/1/1989,Individual Landmark,,107,6,40.7730271,-73.9808071,1014900,MN0701,552.4414702,17832.7484,Other,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
399,MN,1167,29,318-330 Amsterdam Avenue,1011670029,New-York Cab Company Stable,LP-02209,"Borough of Manhattan Tax Map Block 1167, Lot 29.",Designated,,11/14/2006,Individual Landmark,,107,6,40.7808797,-73.980386,1016300,MN0702,416.4004734,10835.60172,Commercial,Hell's Kitchen,Tier 4: Neighborhood Staple
398,MN,1018,6,235-245 West 46th Street,1010180006,Paramount Hotel,LP-02342,"Borough of Manhattan Tax Map Block 1018, Lot 6",Designated,,11/17/2009,Individual Landmark,,105,3,40.7596391,-73.9870124,1012500,MN0502,505.4891525,15386.21859,Other,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
396,MN,545,37,434 Lafayette Street,1005450037,434 Lafayette Street Building,LP-00013,"Borough of Manhattan Tax Map Block 545, Lot 37.",Designated,"a part of La Grange Terrace, also known as Colonnade Row",10/14/1965,Individual Landmark,,102,2,40.7294034,-73.9924051,1005700,MN0202,435.4875897,4947.613722,Commercial,Harlem,Tier 4: Neighborhood Staple
393,MN,41,15,60 Pine Street,1000410015,Down Town Association Building,LP-01950,"Borough of Manhattan Tax Map Block 41, Lot 15.",Designated,,2/11/1997,Individual Landmark,,101,1,40.7067235,-74.0081694,1000700,MN0101,417.1882788,9220.771353,Commercial,Tribeca,Tier 4: Neighborhood Staple
389,MN,863,60,181 Madison Avenue,1008630060,Madison Belmont Building,LP-02425,"Borough of Manhattan Tax Map Block 863, Lot 60.",Designated,,9/20/2011,Individual Landmark,,105,4,40.7473805,-73.9828824,1007400,MN0501,723.1694053,13476.6415,Commercial,Tribeca,Tier 4: Neighborhood Staple
387,MN,1029,53,1790 Broadway,1010290053,United States Rubber Company Building,LP-02078,"Borough of Manhattan Tax Map Block 1029, Lot 53.",Designated,,12/19/2000,Individual Landmark,,105,6,40.7667418,-73.981419,1013700,MN0502,428.7967835,11082.01051,Commercial,Hell's Kitchen,Tier 4: Neighborhood Staple
386,MN,840,42,424-434 Fifth Avenue,1008400042,Lord & Taylor Building,LP-02271,"Borough of Manhattan, Tax Map Block 840, Lot 42.",Designated,,10/30/2007,Individual Landmark,,105,4,40.7514977,-73.9830654,1008400,MN0502,939.8220674,49327.09988,Commercial,Hell's Kitchen,Tier 4: Neighborhood Staple
385,MN,404,23,538-540 East 11th Street,1004040023,"Free Public Baths of the City of New York, East 11th Street Bath",LP-02252,"Borough of Manhattan Tax Map Block 404, Lot 23.",Designated,,3/18/2008,Individual Landmark,,103,2,40.7275493,-73.9802357,1003400,MN0303,295.6015492,4918.318081,Other,Upper East Side,Tier 5: Ultra Niche / Insider Knowledge
383,MN,89,1,99 Nassau Street,1000890001,Bennett Building,LP-01937,"Borough of Manhattan Tax Map Block 89, Lot 1.",Designated,,11/21/1995,Individual Landmark,,101,1,40.710514,-74.0077226,1001501,MN0101,455.3302679,10911.38078,Commercial,Harlem,Tier 4: Neighborhood Staple
382,MN,994,7502,1462-1470 Broadway,1009947502,Knickerbocker Hotel,LP-01556,Borough of Manhattan Tax Map Block 994 Lot 54.,Designated,,10/18/1988,Individual Landmark,,105,4,40.7553133,-73.9860423,1011300,MN0502,759.9820569,20327.35544,Other,Harlem,Tier 5: Ultra Niche / Insider Knowledge
375,MN,1259,14,42 West 44th Street,1012590014,Association of the Bar of the City of New York,LP-00256,"Borough of Manhattan Tax Map Block 1259, Lot 14.",Designated,,6/7/1966,Individual Landmark,,105,4,40.7553512,-73.9821729,1009600,MN0502,576.6119707,13487.71983,Other,Upper East Side,Tier 5: Ultra Niche / Insider Knowledge
373,MN,832,66,1232-1238 Broadway,1008320066,Grand Hotel,LP-01041,"Borough of Manhattan Tax Map Block 832, Lot 66.",Designated,,9/11/1979,Individual Landmark,,105,3,40.7471616,-73.9879892,1007600,MN0501,531.8280091,16381.4649,Other,Greenwich Village,Tier 5: Ultra Niche / Insider Knowledge
372,MN,197,1,87 Lafayette Street,1001970001,Fire Engine Company No. 31,LP-00087,"Borough of Manhattan Tax Map Block 197, Lot 1.",Designated,now the Downtown Community Television Center,1/18/1966,Individual Landmark,,101,1,40.7173103,-74.0011508,1003100,MN0102,396.5985299,9730.186506,Commercial,Greenwich Village,Tier 4: Neighborhood Staple
371,MN,818,22,23 West 16th Street,1008180022,23 West 16th Street Building,LP-01587,"Borough of Manhattan Tax Map Block 818, Lot 22.",Designated,,5/1/1990,Individual Landmark,,105,3,40.738217,-73.9942192,1005400,MN0501,239.5093117,2311.693912,Commercial,Upper East Side,Tier 4: Neighborhood Staple
369,MN,510,7502,295-309 Lafayette Street,1005107502,Puck Building,LP-01226,"Borough of Manhattan Tax Map Block 510, Lot 45.",Designated,,4/12/1983,Individual Landmark,,102,1,40.7245317,-73.9953965,1004300,MN0201,701.8028302,24711.29464,Commercial,Hell's Kitchen,Tier 4: Neighborhood Staple
368,MN,818,35,7 West 16th Street,1008180035,7 West 16th Street Building,LP-01582,"Borough of Manhattan Tax Map Block 818, Lot 35.",Designated,,5/1/1990,Individual Landmark,,105,3,40.737893,-73.993447,1005400,MN0501,259.5478732,3274.149229,Commercial,Harlem,Tier 4: Neighborhood Staple
367,MN,1030,23,215 West 58th Street,1010300023,Fire Engine Company No. 23,LP-01563,"Borough of Manhattan Tax Map Block 1030, Lot 23.",Designated,,8/29/1989,Individual Landmark,,105,6,40.766769,-73.9803107,1013700,MN0502,250.4568809,2463.146802,Commercial,Hell's Kitchen,Tier 4: Neighborhood Staple
366,MN,176,10,41 Worth Street,1001760010,41 Worth Street Building,LP-02540,"Borough of Manhattan Tax Map Block 176, Lot 10",Designated,,10/29/2013,Individual Landmark,,101,1,40.7176449,-74.0069551,1003300,MN0102,266.3448192,3219.262067,Commercial,Greenwich Village,Tier 4: Neighborhood Staple
363,MN,1044,22,314 West 54th Street,1010440022,Eleventh District Municipal Court/Seventh District Magistrates' Court,LP-01575,"Borough of Manhattan Tax Map Block 1044, Lot 22.",Designated,now Midtown Community Court,6/6/1989,Individual Landmark,,104,3,40.7648787,-73.9854555,1013300,MN0402,506.9339657,9979.810372,Other,Upper East Side,Tier 5: Ultra Niche / Insider Knowledge
361,MN,832,49,4 West 31st Street,1008320049,Hotel Wolcott,LP-02423,"Borough of Manhattan Tax Map Block 832, Lot 49",Designated,,12/20/2011,Individual Landmark,,105,3,40.7466153,-73.9867118,1007600,MN0501,397.9743491,9891.591578,Other,Upper East Side,Tier 5: Ultra Niche / Insider Knowledge
358,MN,842,21,1-3 Union Square West,1008420021,Lincoln Building,LP-01536,"Borough of Manhattan Tax Map Block 842, Lot 21.",Designated,,7/12/1988,Individual Landmark,,105,2,40.7354995,-73.9918739,1005200,MN0501,357.2816111,6753.097772,Commercial,Harlem,Tier 4: Neighborhood Staple
357,MN,459,23,74 East 4th Street,1004590023,Aschenbroedel Verein Building,LP-02328,"Borough of Manhattan Tax Map Block 459, Lot 23.",Designated,"later Gesangverein Schillerbund, now La Mama Experimental Theatre Club",11/17/2009,Individual Landmark,,103,2,40.7262907,-73.9902299,1003800,MN0303,241.035085,2405.510978,Commercial,Greenwich Village,Tier 4: Neighborhood Staple
356,MN,609,7,154 West 14th Street,1006090007,154 West 14th Street Building,LP-02419,"Borough of Manhattan Tax Map Block 609, Lot 7.",Designated,,6/28/2011,Individual Landmark,,102,3,40.7381622,-73.9995598,1007100,MN0203,440.4842383,12041.10195,Commercial,Greenwich Village,Tier 4: Neighborhood Staple
355,MN,150,25,100 Duane Street,1001500025,Fire Engine Company No. 7/Hook & Ladder Company No. 1,LP-01719,"Borough of Manhattan Tax Map Block 150, Lot 25.",Designated,now Hook & Ladder Company No. 1,9/21/1993,Individual Landmark,,101,1,40.7153229,-74.0062298,1003300,MN0102,401.9527642,9466.400329,Commercial,Tribeca,Tier 4: Neighborhood Staple
352,MN,818,1,574 Sixth Avenue,1008180001,574 Sixth Avenue Building,LP-01805,"Borough of Manhattan Tax Map Block 818, Lot 1.",Designated,,8/14/1990,Individual Landmark,,105,3,40.7386781,-73.9955507,1005400,MN0501,203.1583128,2255.013056,Commercial,Greenwich Village,Tier 4: Neighborhood Staple
351,MN,864,7502,355-371 Fifth Avenue and 188-198 Madison Avenue,1008647502,B. Altman & Co. Department Store,LP-01274,"Borough of Manhattan, Tax Map Block 864, Lot 1.",Designated,"now B. Altman Advanced Learning Super Block (New York Public Library, Science, Industry and Business Library; Oxford University Press; and City University of New York, Graduate School and University Center)",3/12/1985,Individual Landmark,,105,4,40.7484511,-73.9834885,1007400,MN0501,1263.039327,87786.56365,Commercial,Tribeca,Tier 2: National Draw
348,MN,1259,48,20 West 44th Street,1012590048,General Society of Mechanics and Tradesmen,LP-01546,"Borough of Manhattan Tax Map Block 1259, Lot 48.",Designated,,10/18/1988,Individual Landmark,,105,4,40.7551232,-73.9813428,1009600,MN0502,404.9612633,10242.46918,Other,Tribeca,Tier 5: Ultra Niche / Insider Knowledge
347,MN,41,7504,70 Pine Street,1000417504,Cities Service Building,LP-02441,"Borough of Manhattan Tax Map Block 41, Lot 1.",Designated,,6/21/2011,Individual Landmark,,101,1,40.7064627,-74.0077149,1000700,MN0101,771.7241917,32369.56999,Commercial,Upper East Side,Tier 4: Neighborhood Staple
345,MN,544,76,Cooper Square,1005440076,Cooper Union,LP-00202,"Borough of Manhattan Tax Map Block 544, Lot 76.",Designated,,3/15/1966,Individual Landmark,,103,2,40.7293676,-73.9904748,1004200,MN0303,590.835169,20375.87169,Other,Hell's Kitchen,Tier 5: Ultra Niche / Insider Knowledge
338,MN,841,18,35 West 39th Street,1008410018,Haskins & Sells Building,LP-02417,"Borough of Manhattan Tax Map Block 841, Lot 18.",Designated,,1/11/2011,Individual Landmark,,105,4,40.7526067,-73.9841371,1008400,MN0502,291.7499947,4482.531234,Commercial,Hell's Kitchen,Tier 4: Neighborhood Staple
336,MN,604,33,641 Washington Street,1006040033,United States Appraisers' Store,LP-00211,"Borough of Manhattan Tax Map Block 604, Lot 33.",Designated,"later the United States Federal Building, now the Archives Apartments",3/15/1966,Individual Landmark,,102,3,40.7322579,-74.0081834,1006900,MN0203,965.7797731,55607.28269,Commercial,Harlem,Tier 4: Neighborhood Staple
335,MN,49,2,111 Broadway,1000490002,Trinity Building,LP-01557,"Borough of Manhattan Tax Map Block 49, Lot 2.",Designated,,6/7/1988,Individual Landmark,,101,1,40.7087131,-74.0116395,1001300,MN0101,695.8703738,20726.34202,Commercial,Harlem,Tier 4: Neighborhood Staple
332,MN,174,7503,85 Leonard Street,1001747503,"Kitchen, Montross & Wilcox Store",LP-00877,"Borough of Manhattan Tax Map Block 174, Lot 3.",Designated,also known as 85 Leonard Street Building,11/26/1974,Individual Landmark,,101,1,40.7174557,-74.0046968,1003300,MN0102,304.262246,3244.562405,Commercial,Upper East Side,Tier 4: Neighborhood Staple
